Design tryp_calc_EC50 chymo_calc_EC50 tryp_low_EC50 chymo_low_EC50 tryp_high_EC50 chymo_high_EC50 tryp_width_EC50 chymo_width_EC50 tryp_unfolded_EC50 chymo_unfolded_EC50
BB47CHm0507 3.95618403159 2.07613314452 3.5 1.6 4.7 2.4 1.2 0.8 0.50 0.14
BB47CHm0508 1.29854944013 1.05466257211 -0.4 -0.4 7.3 7.3 7.7 7.7 -0.35 0.08
BB47CHm0509 1.59283860317 2.35257994248 1.3 2.2 7.2 2.6 5.9 0.4 -0.28 -0.05
BB47CHm0510 2.56637280241 0.072063869635 2.3 -0.5 3.0 1.9 0.7 2.4 0.33 -0.40
BB47CHm0511 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 -0.19 0.04
BB47CHm0512 2.38151488603 2.57509322023 2.0 2.2 3.0 6.6 1.0 4.4 -0.12 0.59
BB47CHm0513 -0.0192132739084 -0.0400246642431 -0.5 -0.5 2.1 0.6 2.6 1.1 0.32 0.85
BB47CHm0514 -0.00361025112064 -0.0251594226555 -0.5 -0.5 0.7 0.7 1.2 1.2 -0.25 -0.50
BB47CHm0515 -0.00361025112064 0.995404988526 -0.5 0.5 0.7 1.7 1.2 1.2 -0.40 -0.39
BB47CHm0516 2.43616330494 3.68048242768 2.2 1.3 2.9 7.4 0.7 6.1 -0.52 -0.76
BB47CHm0517 2.55889234371 1.91221893721 2.4 1.4 2.8 2.6 0.4 1.2 -0.17 -0.05
BB47CHm0518 2.26317378927 2.19341478653 2.0 2.0 2.7 2.5 0.7 0.5 -0.18 -0.06
BB47CHm0519 1.91453835962 2.49341837023 -0.5 -0.2 2.8 7.0 3.3 7.2 0.18 0.75
BB47CHm0520 2.42673837971 1.77246169181 2.1 1.4 3.0 2.5 0.9 1.1 0.33 0.16
BB47CHm0521 -0.0192132739084 -0.0400246642431 -0.5 -0.5 0.6 0.6 1.1 1.1 -0.22 0.29
BB47CHm0522 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 -0.25 -0.47
BB47CHm0523 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 -0.22 -0.33
BB47CHm0524 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 -0.19 -0.19
BB47CHm0525 1.71591428368 1.36487253524 1.5 1.2 2.1 2.0 0.6 0.8 0.24 -0.11
BB47CHm0526 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 -0.17 -0.38
BB47CHm0527 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 -0.43 -0.59
BB47CHm0528 2.13111420434 1.87221275978 2.0 1.6 2.3 2.1 0.3 0.5 -0.20 -0.50
BB47CHm0529 0.00541894500928 -0.0165949884843 -0.5 -0.5 0.8 0.8 1.3 1.3 -0.01 -0.18
BB47CHm0530 0.0557184010599 0.973009308709 -0.5 0.3 2.5 4.7 3.0 4.4 0.06 -0.15
BB47CHm0531 1.29943371908 -0.112221401505 1.0 -0.5 1.7 0.3 0.7 0.8 -0.38 -0.64
BB47CHm0532 1.75487661716 0.104642755452 -0.5 -0.5 3.4 4.6 3.9 5.1 -0.04 0.04
BB47CHm0533 2.39596805776 2.39258824817 2.3 2.3 3.0 3.3 0.7 1.0 0.75 0.30
BB47CHm0534 2.24554422822 1.47800526266 2.2 1.4 2.3 1.5 0.1 0.1 0.21 0.32
BB47CHm0535 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 0.30 -0.53
BB47CHm0536 0.0974193566925 0.072063869635 -0.5 -0.5 3.0 1.9 3.5 2.4 0.09 0.71
BB47CHm0537 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 -0.11 -0.67
BB47CHm0538 -0.106548753486 -0.123865366124 -0.5 -0.5 0.3 0.3 0.8 0.8 -0.62 -0.39
BB47CHm0539 1.67892090043 0.546341192923 1.4 0.3 2.2 1.0 0.8 0.7 0.47 0.16
BB47CHm0540 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 0.36 0.58
BB47CHm0541 3.42320589089 2.1276261074 3.2 2.0 3.7 2.3 0.5 0.3 -0.13 -0.44
BB47CHm0542 1.49075194202 2.40191693281 1.3 2.2 2.6 2.6 1.3 0.4 -0.21 -0.27
BB47CHm0543 0.0557184010599 0.0310747873611 -0.5 -0.5 1.2 1.2 1.7 1.7 0.33 0.51
BB47CHm0544 3.43310001992 3.4551506837 2.2 3.1 4.3 4.2 2.1 1.1 0.38 0.53
BB47CHm0545 -0.0117686864299 -0.0329301779244 -0.5 -0.5 0.7 0.7 1.2 1.2 0.17 -0.10
BB47CHm0546 1.55497183632 2.40032261881 1.2 2.1 2.4 3.3 1.2 1.2 -0.17 -0.12
BB47CHm0547 2.29606083291 0.104642755452 2.0 -0.5 2.7 4.6 0.7 5.1 0.11 0.25
BB47CHm0548 -0.0831581032082 0.23877629992 -0.5 -0.5 0.3 0.7 0.8 1.2 0.12 1.14
BB47CHm0549 2.33196117135 2.39271252824 2.2 2.2 2.5 2.7 0.3 0.5 0.13 0.02
BB47CHm0550 3.14486244446 4.46484402008 2.2 4.0 3.4 5.8 1.2 1.8 -0.26 0.56
BB47CHm0551 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 -0.34 -0.19
BB47CHm0552 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 0.10 -0.25
BB47CHm0553 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 0.08 0.81
BB47CHm0554 0.402191215205 -0.14560488056 0.2 -0.5 0.7 0.2 0.5 0.7 0.38 0.20
BB47CHm0555 1.29854944013 1.05466257211 -0.4 -0.4 7.3 7.3 7.7 7.7 0.07 -0.35
BB47CHm0556 1.29854944013 1.05466257211 -0.4 -0.4 7.3 7.3 7.7 7.7 0.15 -0.27
BB47CHm0557 1.29854944013 1.05466257211 -0.4 -0.4 7.3 7.3 7.7 7.7 -0.30 0.17
BB47CHm0558 1.59058445539 2.5668835939 0.0 2.2 7.4 5.7 7.4 3.5 -0.13 -0.05
BB47CHm0559 0.127476242675 0.104642755452 -0.5 -0.5 5.6 4.6 6.1 5.1 -0.46 0.01
BB47CHm0560 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 0.70 -0.10
BB47CHm0561 1.31636542768 1.23522739062 0.7 0.9 2.1 1.9 1.4 1.0 -0.01 -0.13
BB47CHm0562 2.399022955 1.5626939348 1.4 1.4 3.4 2.2 2.0 0.8 0.15 0.48
BB47CHm0563 2.41278561833 2.35617838127 2.1 2.2 3.0 2.6 0.9 0.4 0.85 0.57
BB47CHm0564 0.867655921538 1.19177214217 -0.3 0.6 6.6 7.1 6.9 6.5 -0.21 -0.24
BB47CHm0565 0.0402158912389 0.0164190653149 -0.5 -0.5 1.1 1.0 1.6 1.5 -0.33 -0.65
BB47CHm0566 0.0742992064225 0.0486340542947 -0.5 -0.5 1.5 1.4 2.0 1.9 -0.28 -0.27
BB47CHm0567 3.37363678571 2.48619321287 3.2 2.3 3.7 2.9 0.5 0.6 -0.35 -0.28
BB47CHm0568 -0.0619148340975 0.286656613777 -0.5 -0.5 0.4 0.8 0.9 1.3 -0.13 -0.39
BB47CHm0569 -0.104331804051 -0.121699631431 -0.5 -0.5 0.3 0.3 0.8 0.8 0.16 -0.07
BB47CHm0570 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 0.59 0.89
BB47CHm0571 0.0270178722265 0.0040241663907 -0.5 -0.5 1.0 0.9 1.5 1.4 -0.05 -0.14
BB47CHm0572 0.00541894500928 -0.0165949884843 -0.5 -0.5 0.8 0.8 1.3 1.3 -0.47 -0.68
BB47CHm0573 4.22631575706 3.53965171452 3.9 3.1 4.7 5.3 0.8 2.2 0.24 -0.48
BB47CHm0574 2.62237179142 2.14739842874 2.3 1.6 3.1 3.2 0.8 1.6 0.21 0.32
BB47CHm0575 0.486559555371 -0.0680380149111 0.1 -0.5 1.1 0.5 1.0 1.0 -0.09 -0.06
BB47CHm0576 0.0742992064225 2.05632740433 -0.5 1.6 1.5 2.6 2.0 1.0 0.09 0.64
BB47CHm0577 1.80815708213 0.884898929877 1.5 0.5 2.3 1.3 0.8 0.8 0.31 0.42
BB47CHm0578 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 0.36 0.74
BB47CHm0579 0.931595073127 0.329806572646 0.6 0.1 1.2 0.6 0.6 0.5 -0.20 -0.34
BB47CHm0580 2.43333402493 1.41949461823 2.1 1.2 3.0 2.8 0.9 1.6 0.23 -0.01
BB47CHm0581 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 0.26 -0.13
BB47CHm0582 1.42804268788 -0.0165949884843 0.8 -0.5 2.7 0.8 1.9 1.3 -0.32 0.04
BB47CHm0583 2.10619030127 1.9406900027 1.7 1.5 3.0 5.1 1.3 3.6 -0.17 0.61
BB47CHm0584 0.454411004187 -0.076848367807 0.1 -0.5 1.1 0.4 1.0 0.9 -0.34 -0.12
BB47CHm0585 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 -0.65 -0.23
BB47CHm0586 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 0.13 -0.14
BB47CHm0587 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 -0.12 -0.08
BB47CHm0588 2.09533763514 1.74516157344 1.9 1.5 2.3 2.1 0.4 0.6 -0.53 -0.23
BB47CHm0589 3.13190970147 3.28971519709 3.0 3.1 3.2 3.6 0.2 0.5 0.16 0.31
BB47CHm0590 1.4228721678 -0.00691497290024 1.0 -0.5 7.2 0.9 6.2 1.4 0.53 -0.10
BB47CHm0591 5.04066182302 3.46650996566 4.5 3.0 5.9 5.3 1.4 2.3 0.26 0.09
BB47CHm0592 -0.0259839862332 -0.0465092895973 -0.5 -0.5 0.6 0.6 1.1 1.1 -0.90 -1.04
BB47CHm0593 2.06398072323 0.072063869635 1.5 -0.5 2.9 1.9 1.4 2.4 0.57 0.94
BB47CHm0594 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 -0.10 0.30
BB47CHm0595 5.31781843704 5.4010850295 5.2 5.2 5.4 5.6 0.2 0.4 -0.10 0.04
BB47CHm0596 2.1346824814 2.0779650385 1.6 1.6 3.0 2.7 1.4 1.1 0.14 0.22
BB47CHm0597 3.24475423739 2.50488163037 1.8 2.3 3.8 2.8 2.0 0.5 0.39 0.87
BB47CHm0598 3.34635624014 2.83065369837 3.2 2.5 3.5 3.1 0.3 0.6 0.09 0.12
BB47CHm0599 2.29082760474 1.36262048758 2.2 1.3 2.4 1.5 0.2 0.2 0.44 -0.24
scBB47CHm0386 -0.0659090167452 -0.0847276934026 -0.5 -0.5 0.4 0.4 0.9 0.9 -0.24 -0.28
scBB47CHm0507 0.245855587972 1.20818544395 -0.5 -0.1 7.1 7.3 7.6 7.4 0.00 0.34
scBB47CHm0458 1.15692117985 0.870642987562 0.8 0.5 1.6 1.3 0.8 0.8 -0.07 -0.41
scBB47CHm0145 0.0557184010599 0.0310747873611 -0.5 -0.5 1.2 1.2 1.7 1.7 0.83 0.24
scBB47CHm0027 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 -0.08 0.31
scBB47CHm0233 2.00929006969 3.46010592928 -0.5 -0.3 3.6 7.3 4.1 7.6 -0.25 -0.43
scBB47CHm0317 0.0974193566925 0.072063869635 -0.5 -0.5 3.0 1.9 3.5 2.4 0.56 0.36
scBB47CHm0009 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 -0.10 -0.17
scBB47CHm0146 -0.0434650460564 -0.0631986269848 -0.5 -0.5 0.5 0.5 1.0 1.0 0.05 -0.12
scBB47CHm0366 2.03963848782 1.69588366776 1.5 1.3 2.9 7.4 1.4 6.1 0.30 -0.48
scBB47CHm0115 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 1.25 0.01
scBB47CHm0532 2.14848712999 1.05466257211 -0.4 -0.4 4.5 7.3 4.9 7.7 -0.64 -0.12
scBB47CHm0459 -0.0970876916613 -0.114713483629 -0.5 -0.5 0.3 0.3 0.8 0.8 0.55 0.32
scBB47CHm0406 1.29854944013 1.05466257211 -0.4 -0.4 7.3 7.3 7.7 7.7 -0.45 -0.64
scBB47CHm0284 2.0083260893 2.02311763817 1.4 1.4 3.1 7.0 1.7 5.6 0.10 -0.70
scBB47CHm0452 2.36794767579 1.35772566054 1.8 0.8 3.5 7.3 1.7 6.5 0.43 0.36
scBB47CHm0439 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 -0.25 0.04
scBB47CHm0154 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 -0.32 0.17
scBB47CHm0446 0.0557184010599 0.0310747873611 -0.5 -0.5 1.2 1.2 1.7 1.7 0.33 0.51
scBB47CHm0155 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 -0.20 0.16
scBB47CHm0193 1.0031069055 1.84917056485 0.5 1.4 1.9 2.4 1.4 1.0 -0.13 -0.38
scBB47CHm0082 0.867655921538 0.072063869635 -0.3 -0.5 6.6 1.9 6.9 2.4 0.14 0.20
scBB47CHm0215 -0.0434650460564 -0.0631986269848 -0.5 -0.5 0.5 0.5 1.0 1.0 -0.12 -0.03
scBB47CHm0402 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 -0.27 -0.15
scBB47CHm0301 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 -0.18 0.03
scBB47CHm0471 0.127476242675 0.104642755452 -0.5 -0.5 5.6 4.6 6.1 5.1 -0.26 -0.19
scBB47CHm0107 1.38427085551 2.54266950406 1.2 2.4 1.6 3.0 0.4 0.6 0.11 0.49
scBB47CHm0442 0.17007478808 0.156678045629 -0.5 -0.5 6.7 6.4 7.2 6.9 0.03 0.34
scBB47CHm0554 0.0402158912389 0.0164190653149 -0.5 -0.5 1.1 1.0 1.6 1.5 0.50 0.78
scBB47CHm0014 3.28378724255 2.14970306006 1.1 1.6 7.4 3.2 6.3 1.6 0.41 -0.09
scBB47CHm0427 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 0.16 -0.13
scBB47CHm0056 0.0742992064225 0.0486340542947 -0.5 -0.5 1.5 1.4 2.0 1.9 -0.30 -0.54
scBB47CHm0198 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 0.05 0.38
scBB47CHm0336 3.27006309003 0.155546880295 3.1 -0.5 3.5 0.4 0.4 0.9 -0.19 -0.24
scBB47CHm0535 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 -0.30 -0.47
scBB47CHm0359 0.0742992064225 0.0486340542947 -0.5 -0.5 1.5 1.4 2.0 1.9 -0.63 -0.72
scBB47CHm0225 2.17293163682 3.95595826406 1.6 1.6 3.0 7.4 1.4 5.8 0.60 0.20
scBB47CHm0363 0.35211629605 2.20743340526 -0.5 1.4 1.0 2.7 1.5 1.3 -0.27 -0.13
scBB47CHm0393 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 -0.35 -0.48
scBB47CHm0419 -0.168770284563 -0.184453756489 -0.5 -0.5 0.1 0.1 0.6 0.6 -0.09 -0.05
scBB47CHm0149 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 -0.19 0.20
scBB47CHm0278 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 -0.30 -0.73
scBB47CHm0353 3.7841393911 3.46010592928 3.2 -0.3 6.4 7.3 3.2 7.6 0.54 0.73
scBB47CHm0350 1.62063143765 -0.072577261392 1.3 -0.5 2.3 0.5 1.0 1.0 -0.13 0.23
scBB47CHm0067 1.09523845714 1.07847677292 0.4 0.4 7.0 6.8 6.6 6.4 -0.47 -0.52
scBB47CHm0540 -0.104331804051 -0.121699631431 -0.5 -0.5 0.3 0.3 0.8 0.8 0.13 0.59
scBB47CHm0250 0.00541894500928 0.46560479076 -0.5 -0.4 1.5 1.3 2.0 1.7 0.07 -0.02
scBB47CHm0563 0.97375271752 -0.0917901085172 0.6 -0.5 1.4 0.4 0.8 0.9 0.23 0.05
scBB47CHm0575 4.12980589528 1.40764155196 3.9 1.2 4.4 1.8 0.5 0.6 0.12 -0.40
scBB47CHm0549 0.17007478808 0.156678045629 -0.5 -0.5 6.7 6.4 7.2 6.9 -0.09 0.24
scBB47CHm0071 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 -0.02 -0.16
scBB47CHm0192 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 0.24 0.44
scBB47CHm0103 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 0.01 -0.56
scBB47CHm0404 3.54391031757 1.35772566054 1.4 0.8 7.4 7.3 6.0 6.5 0.72 -0.47
scBB47CHm0231 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 0.45 0.25
scBB47CHm0229 1.29854944013 1.05466257211 -0.4 -0.4 7.3 7.3 7.7 7.7 0.18 0.75
scBB47CHm0537 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 0.21 -0.39
scBB47CHm0124 -0.112924579259 -0.130016913723 -0.5 -0.5 0.2 0.3 0.7 0.8 0.41 -0.46
scBB47CHm0455 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 -0.07 -0.18
scBB47CHm0555 0.0974193566925 0.072063869635 -0.5 -0.5 3.1 1.9 3.6 2.4 -0.70 -0.34
scBB47CHm0269 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 0.20 -0.14
scBB47CHm0378 0.0557184010599 0.0310747873611 -0.5 -0.5 1.2 1.2 1.7 1.7 -0.33 -0.04
scBB47CHm0246 1.29854944013 1.05466257211 -0.4 -0.4 7.3 7.3 7.7 7.7 0.19 0.22
scBB47CHm0184 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 -0.43 -0.46
scBB47CHm0166 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 -0.41 0.06
scBB47CHm0552 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 -0.15 -0.15
scBB47CHm0093 -0.0259839862332 0.375283325426 -0.5 -0.4 0.6 1.1 1.1 1.5 0.28 -0.46
scBB47CHm0590 0.0557184010599 0.0310747873611 -0.5 -0.5 1.2 1.2 1.7 1.7 -0.18 0.50
scBB47CHm0412 1.51049570265 0.648424815236 1.4 0.5 1.7 0.9 0.3 0.4 0.15 -0.47
scBB47CHm0382 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 -0.44 -0.03
scBB47CHm0106 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 -0.19 -0.34
scBB47CHm0483 0.526355514807 1.09039300607 -0.4 0.6 1.6 3.7 2.0 3.1 -0.30 -0.46
scBB47CHm0381 -0.124095512456 -0.140822378134 -0.5 -0.5 0.2 0.2 0.7 0.7 0.53 1.14
scBB47CHm0271 1.22552506144 0.24889111483 -0.1 -0.5 7.3 7.0 7.4 7.5 -0.22 -0.08
scBB47CHm0355 0.245855587972 0.24889111483 -0.5 -0.5 7.1 7.0 7.6 7.5 0.05 0.58
scBB47CHm0061 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 -0.32 -0.31
scBB47CHm0196 0.0742992064225 0.0486340542947 -0.5 -0.5 1.5 1.4 2.0 1.9 -0.02 -0.00
scBB47CHm0383 3.15987469529 0.863292137512 1.5 0.5 3.5 1.3 2.0 0.8 0.55 -0.03
scBB47CHm0148 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 -0.07 0.18
scBB47CHm0025 3.10479353428 2.77770227573 2.4 2.5 3.4 4.2 1.0 1.7 0.46 -0.15
scBB47CHm0170 0.0402158912389 0.0164190653149 -0.5 -0.5 1.1 1.0 1.6 1.5 -0.05 0.51
scBB47CHm0567 -0.0259839862332 -0.0465092895973 -0.5 -0.5 0.6 0.6 1.1 1.1 -0.28 -0.46
scBB47CHm0506 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 -0.70 -0.30
scBB47CHm0588 -0.00361025112064 -0.0251594226555 -0.5 -0.5 0.7 0.7 1.2 1.2 -0.46 -0.55
scBB47CHm0351 2.64655814624 1.4166000848 1.9 0.6 3.6 5.4 1.7 4.8 0.59 0.54
scBB47CHm0494 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 0.15 1.38
scBB47CHm0125 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 -0.53 -0.53
scBB47CHm0217 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 -0.26 -0.52
scBB47CHm0430 0.469767711386 0.306628617105 0.1 -0.5 1.1 0.9 1.0 1.4 -0.14 -0.44
scBB47CHm0523 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 -0.36 -0.34
scBB47CHm0460 0.0557184010599 0.0310747873611 -0.5 -0.5 1.2 1.2 1.7 1.7 0.14 0.37
scBB47CHm0434 1.4609750229 2.21791781555 0.7 1.7 7.4 3.7 6.7 2.0 0.26 0.45
scBB47CHm0066 0.0974193566925 0.072063869635 -0.5 -0.5 3.0 1.9 3.5 2.4 -0.05 0.06
scBB47CHm0288 0.994505259505 0.514848460522 0.6 0.1 1.5 1.1 0.9 1.0 -0.37 -0.80
scBB47CHm0322 1.91406452718 2.13913211605 0.0 1.5 4.1 7.1 4.1 5.6 -0.51 -0.79
scBB47CHm0265 -0.0322431038336 -0.0524425440106 -0.5 -0.5 0.5 0.6 1.0 1.1 0.09 0.27
scBB47CHm0088 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 -0.10 0.33
scBB47CHm0041 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 -0.43 -0.14
scBB47CHm0582 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 -0.06 -0.22
scBB47CHm0180 0.0974193566925 0.072063869635 -0.5 -0.5 3.0 1.9 3.5 2.4 -0.16 0.17
scBB47CHm0478 0.17007478808 0.156678045629 -0.5 -0.5 6.7 6.4 7.2 6.9 -0.29 -0.34
scBB47CHm0201 1.29854944013 3.24466879377 -0.4 0.9 7.3 7.4 7.7 6.5 0.09 -0.10
scBB47CHm0248 3.04803003943 1.34590810693 2.5 1.0 3.3 6.3 0.8 5.3 0.22 0.02
scBB47CHm0591 2.00929006969 3.46010592928 -0.5 -0.3 3.6 7.3 4.1 7.6 0.20 0.58
scBB47CHm0113 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 0.79 0.32
scBB47CHm0453 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 -0.33 -0.56
scBB47CHm0252 1.30263640558 0.104642755452 0.7 -0.5 7.3 4.6 6.6 5.1 -0.20 0.57
scBB47CHm0024 0.127476242675 0.104642755452 -0.5 -0.5 5.6 4.6 6.1 5.1 -0.19 0.20
scBB47CHm0388 0.127476242675 0.104642755452 -0.5 -0.5 5.6 4.6 6.1 5.1 -0.15 0.06
scBB47CHm0574 1.29854944013 2.10007953686 -0.4 -0.3 7.3 7.0 7.7 7.3 0.18 0.39
scBB47CHm0403 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 0.26 0.30
scBB47CHm0339 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 -0.16 -0.45
scBB47CHm0491 2.30027337267 1.25027189211 2.0 1.0 2.9 1.6 0.9 0.6 -0.32 -0.73
scBB47CHm0006 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 -0.36 -0.44
scBB47CHm0447 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 -0.14 -0.42
scBB47CHm0395 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 -0.55 -0.51
scBB47CHm0047 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 -0.14 -0.45
scBB47CHm0211 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 0.31 0.34
scBB47CHm0556 0.5653279369 -0.137397465552 0.3 -0.5 1.0 0.2 0.7 0.7 -0.37 -0.22
scBB47CHm0436 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 -0.70 -0.54
scBB47CHm0002 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 0.20 -0.13
scBB47CHm0518 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 -0.44 -0.61
scBB47CHm0020 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 -0.23 -0.30
scBB47CHm0557 2.00929006969 3.46010592928 -0.5 -0.3 3.6 7.3 4.1 7.6 0.19 0.37
scBB47CHm0210 0.0557184010599 0.0310747873611 -0.5 -0.5 1.2 1.2 1.7 1.7 -0.29 -0.55
scBB47CHm0123 1.36516596841 0.995261420527 1.3 0.9 1.4 1.1 0.1 0.2 -0.49 -0.71
scBB47CHm0176 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 0.46 -0.22
scBB47CHm0270 -0.00361025112064 -0.0251594226555 -0.5 -0.5 0.7 0.7 1.2 1.2 0.95 0.40
scBB47CHm0416 0.0402158912389 0.0164190653149 -0.5 -0.5 1.1 1.0 1.6 1.5 0.19 0.25
scBB47CHm0244 0.0742992064225 0.0486340542947 -0.5 -0.5 1.5 1.4 2.0 1.9 -0.12 0.61
scBB47CHm0034 1.10220594719 1.22440937559 0.4 1.1 1.3 1.4 0.9 0.3 0.12 0.15
scBB47CHm0584 1.39341696583 -0.0631986269848 0.5 -0.5 2.1 1.6 1.6 2.1 -0.54 -0.37
scBB47CHm0003 0.245855587972 0.24889111483 -0.5 -0.5 7.1 7.0 7.6 7.5 -0.16 -0.62
scBB47CHm0463 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 -0.28 -0.18
scBB47CHm0435 2.12665886417 0.156678045629 1.5 -0.5 3.0 6.4 1.5 6.9 0.74 0.16
scBB47CHm0347 0.0974193566925 0.072063869635 -0.5 -0.5 3.0 1.9 3.5 2.4 1.01 0.67
scBB47CHm0509 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 -0.31 0.15
scBB47CHm0023 3.52323553202 4.13875162952 -0.3 3.6 7.3 5.0 7.6 1.4 -0.37 -0.36
scBB47CHm0224 0.0742992064225 0.0486340542947 -0.5 -0.5 1.5 1.4 2.0 1.9 -0.50 -0.59
scBB47CHm0276 0.386508881774 -0.0400246642431 -0.5 -0.5 1.1 0.6 1.6 1.1 -0.13 -0.37
scBB47CHm0457 1.29854944013 1.05466257211 -0.4 -0.4 7.3 7.3 7.7 7.7 0.16 -0.04
scBB47CHm0274 2.37640263757 1.19177214217 2.0 0.6 3.4 7.1 1.4 6.5 0.05 0.90
scBB47CHm0385 3.50063473582 3.46010592928 -0.4 -0.3 5.7 7.3 6.1 7.6 -0.42 -0.51
