,scores,name,has_open_top,has_open_bottom
15508,2.358327659215894,WBOTJYLV,True,False
15509,0.05231974499336767,DOFVBJWB,False,False
15510,1.3529148954923558,QWPJVHWF,False,False
15511,2.4228921474302263,JVMEFCPD,True,False
15512,2.0835819419109805,HTMQFFXK,False,False
15513,1.4232882292233469,IOWXOQDV,False,False
15515,-0.8231015289654093,JRIOFDGS,False,False
15516,0.06055395436716182,CYTLLQVX,False,False
15517,0.8941229611476875,AQGGIUTQ,False,False
15518,1.2136094349428417,CJEDSKVM,False,False
15519,0.3699125436459998,HEGEHBIO,False,False
15521,2.244294485089147,DXNUWJAY,True,False
15522,2.5866639586133995,OAWVHOSF,True,False
15524,1.1323461537957216,MAWYFRCS,False,False
15525,1.321133259960979,KKQETGIP,False,False
15526,-0.5798617221065457,BBGYOQLT,False,False
15527,0.8408441452065403,TUONRFJK,False,False
15529,-0.13057818526009954,VACOHTKF,False,False
15530,0.3688938905441581,XJDHLQMR,False,False
15532,1.3372277400824546,AKNSSEUY,False,False
15535,1.6622649782041825,RYVIZWNT,False,False
15536,-0.08960035732491313,AFDLJGFD,False,False
15537,1.3546546278235927,USGXVVTY,False,False
15538,-0.3463369905870679,JUAYAGGG,False,False
15539,0.190774872449234,CJUUAWGM,False,False
15540,-0.41150531086661857,LGMELIOH,False,False
15541,1.2422424261238378,TNWLSMPS,False,False
15542,-0.042306863238190884,XONYZEWJ,False,False
15543,0.0074297839404839925,KNUTURGB,False,False
15545,0.0963706623316335,URWOCNAV,False,False
15546,2.5342820881451136,DKKZDWZF,True,False
15547,2.134781070462352,HKQWAVOI,False,False
15548,0.4724013644664606,IZPGOVDV,False,False
15549,1.4174213314345996,ADJNRSVK,False,False
15551,-0.6643333343275588,JUDIQSWQ,False,False
15552,1.458835965449107,EXBYNWXD,True,False
15553,0.5019198252521362,VSLZHFBJ,False,False
15555,1.5039089546393,MEEYFTNF,False,False
15556,0.4583825941966175,LBVYTHSL,False,False
15557,2.8388682999502555,DOCPAQYQ,True,False
15558,1.4102138128896071,TNFEMVRF,False,False
15559,-2.267575529204934,GHPKNABL,False,True
15560,0.5169814210830439,PTCHQJDT,False,False
15561,1.5318396881926195,OFMCLHVT,False,False
15562,1.1538024352606409,FCAHTEPH,False,False
15563,1.2945313786308177,HHRWYGZW,False,False
15566,-0.4256176234672506,CGAUXSUF,False,False
15567,-0.15509558441149984,VGOWSKFU,False,False
15568,1.8398972259886477,IVLDTPLI,False,False
15569,1.0465499738342476,AEHUBFOE,False,False
15570,1.2689977119838876,LTFFCNHF,False,False
15571,2.8827100269941535,LHTTKREG,True,False
15572,0.14734216628062002,FZYEYEQX,False,False
15573,1.2995680298760663,MIVTWSFA,False,False
15574,0.7814223823716686,APMDVDUR,False,False
15575,-0.0624495940576828,VCNRAPIO,False,False
15576,1.8522389131275576,JNWITYEI,False,False
15578,-1.2080390764282205,JABCKWGF,False,True
15579,1.114467011849641,GGUOKCRU,False,False
15580,3.3128048099048293,BBM1nHm0195,True,False
15581,-0.06441458947767975,CCWKAING,False,False
15584,-1.0323528289923232,MYMDEZBR,False,False
15586,1.545157657964399,ABAHTAAB,False,False
15587,1.414938877265945,OZMMLSDL,False,False
15588,1.8090439526422395,HXBRROHP,False,False
15589,-0.19168709625522215,CBQIGRNA,False,False
15590,1.8029824150170135,AMDEDURA,False,False
15591,1.2630527966022842,OIWEHBKU,False,False
15592,0.8441541906082395,DNTHKXWM,False,False
15594,-1.2373457057010326,ELUPJICV,False,False
15595,0.6936301348002027,HCWSTYNE,False,False
15596,2.116000535933208,OFHJLDJQ,True,False
15597,-2.2322208776134707,EKYGTKIY,False,True
15598,0.820899512948495,DPDKXEBA,False,False
15599,0.06079463253834394,BTBGLEKU,False,False
15600,1.4402156744893302,BZILJXXZ,False,False
15601,2.1988141577988563,YLOWXKTB,False,False
15604,1.2248918978929046,AMBQDFQP,False,False
15605,1.4195517986969008,MMHPAEZS,False,False
15607,1.3144260848712312,NTADHATR,False,False
15608,2.660727183367289,RHJPXEEJ,True,False
15609,-0.15803666229733282,CYQAVQBR,False,False
15610,0.21047917568921048,LUONWYSF,False,False
15612,1.6393692288585735,EWNAKZHF,False,False
15613,-0.7762787613907092,WMLADAAW,False,True
15614,1.8258197329143029,ZMZDASLU,False,False
15615,1.5308802134626591,JXZFKWBX,False,False
15616,1.8859033503889904,TBISYRYK,False,False
15618,0.4446597247282025,BJUQVURV,False,False
15619,-0.059412749080092316,PRPIUEOG,False,False
15622,1.6892036238891068,CNMJUNTF,False,False
15624,-2.702913557314787,IRSGGLQU,False,True
15625,1.04199081942545,PNUGMHEQ,False,False
15626,-0.6251658957182515,NIGWEONK,False,False
15627,1.3370108151172675,HDJUJAMV,False,False
15628,2.856316571621698,BBM1pem0114,False,False
15630,1.3090208928671363,DAXUEAMW,False,False
15631,1.2648690780431582,XTGNAFTB,False,False
15632,1.6973940914981194,QABFQVVV,False,False
15633,1.4698089464537518,KQNWGJZH,False,False
15634,2.2236249989228085,JVGOYRMR,False,False
15635,-0.4411977518135049,RPTLMLYG,False,False
15636,1.579866254028707,DIYSLZQK,False,False
15637,1.379052706038762,JJLJMWKQ,False,False
15638,3.00309302808356,OJSMQMAR,True,False
15639,0.13738543004701256,JSAANMCG,False,False
15640,2.9014464968979685,GWMJPYRX,False,False
15641,0.5255676058468093,MNXHDKAV,False,False
15642,2.925164667885445,APVOVWEE,True,False
15643,0.7949804330546827,LDKWLDFL,False,False
15644,2.35393138163313,SJWRIECR,False,False
15645,-1.0599529921817124,BJFTLDAO,False,False
15646,1.2621514884385494,ISTNMRKL,False,False
15647,0.2583559786649796,WITPUGMC,False,False
15648,1.4589203023002997,OOHVFHDL,False,False
15649,2.0001379262209555,LIQUBIML,False,False
15650,2.5560057792744892,JAGVREEB,True,False
15652,1.43532286830588,BLXKXBXT,False,False
15653,1.1256293288784522,BKAQPRCF,False,False
15654,1.267580709288898,LOEYPEXS,False,False
15655,0.5113275846311329,ISRCCIQD,False,False
15656,-0.5924500573617859,HILQIVYP,False,False
15657,0.7056569312495721,VGXLXMLS,False,False
15658,0.8207700892675751,MOVCYIAI,False,False
15659,2.3607804608868186,MFSBAVLL,True,False
15660,1.3618493706561492,RJRYRDLL,False,False
15662,0.025106295714542703,ASRUXUQL,False,False
15663,2.4005672541075507,PVTGAWTX,True,False
15664,-0.3116313707753804,DNIKSHUB,False,False
15665,0.962560668612775,XGWPIGJP,False,False
15666,0.9025285471891208,MXEXAJFO,False,False
15667,-0.5553596081146206,LVEBMFEO,False,False
15668,-1.1588233878405714,HVWRIQIP,False,True
15669,0.5719804787232827,SNPQBNFW,False,False
15670,1.4242598272186342,OZINVGAE,False,False
15671,1.4976013263405321,MIVLCCJN,False,False
15672,-0.2528864231985797,NLTEZLII,False,False
15673,1.127482890842376,IKPDVOKJ,False,False
15674,-1.4102496882249291,CHNMPWZX,False,True
15675,0.03603340839705105,EHKCUENQ,False,False
15676,0.2396973248601446,IDFXBSIK,False,False
15678,0.8237183681741223,VVVIKTDZ,False,False
15679,1.4260987528000708,JVLFEIJR,False,False
15680,1.0056987187258488,DABBMJXB,False,False
15681,0.8840381523787229,STIYBWSF,False,False
15682,1.1797298686730469,CSEPJUJJ,False,False
15685,0.74872603191419,EZJGQJHN,False,False
15686,0.21227979890057425,AXOIIKID,False,False
15688,1.6810306895657747,ASPGDYSW,False,False
15690,1.0581814169311214,NTDLEGKG,False,False
15691,3.1292972638297787,MIMRWWBD,True,False
15692,2.202515617945104,AYADALXZ,False,False
15693,2.859418926372133,NLMCNDCO,True,False
15696,1.4362825422283838,XIKBDNSE,False,False
15697,1.1579035413477254,OYEULVZF,False,False
15698,2.6683630145497585,SFJJEAJI,True,False
15699,0.30496804167242475,BJPARGMG,False,False
15701,2.3005209266012985,TFHKZHQN,True,False
15702,2.140543735059498,NZRAXZTG,True,False
15703,2.144236799597258,AUIZEGMI,False,False
15704,1.5325154839058464,TSMAWEQP,False,False
15705,1.167432752153574,HCLGGSTX,False,False
15706,3.377989096997109,NOXSWBNK,True,False
15707,1.542706227872586,AWNEJESN,False,False
15708,1.0714836664103635,AJZVYKAL,False,False
15709,1.1025319225894092,BTYLTLID,False,False
15711,1.3655271011333092,HMRGCWFC,False,False
15712,1.8585090080202529,GZSXACOF,False,False
15713,1.1787718330094497,JMXDJGAY,False,False
15715,0.256980903081125,NXGAKCCZ,False,False
15717,1.5229327446685792,NZMXHROU,False,False
15718,-0.4286160768548497,BSZQBXRC,False,False
15719,1.0536328362601477,MMSTZBQZ,False,False
15720,-1.1175913359785588,PVODSJOF,False,True
15721,0.7760486211634687,ZRPZIFXU,False,False
15722,0.9842806184466945,DVDGHQHH,False,False
15723,0.5649457922209424,BDCYIQKG,False,False
15724,2.2880279538512958,ICPXHOSN,True,False
15725,2.5340896833916067,RCYQBWLM,True,False
15726,2.182662965493952,EUWEVJBM,True,False
15728,1.0475351587078068,AEDXYLKI,False,False
15729,0.5349658557759325,ODRKDCDV,False,False
15731,1.6941565190042542,PFRKCAQY,False,False
15732,1.2462364761018456,EODKBBAI,False,False
15733,0.033569905358861174,ZCZKVDID,False,False
15734,1.4687877103835048,HYHPOEJJ,False,False
15737,1.0928849956964959,XDTFKUJK,False,False
15738,0.9205626165985112,NFQSATJA,False,False
15739,2.421021404084854,BHMAMFUN,True,False
15740,2.6654733192725684,EFKUWWPX,True,False
15741,3.1934888236817454,BGTJHONK,True,False
15742,2.050449625358985,AYXNUBMF,False,False
15743,0.05348464725645341,VORXMCKJ,False,False
15744,0.545628630361788,TODXSJED,False,False
15745,1.216781809445242,JVXCHYES,False,False
15746,1.0081651291300808,AFEMUZTG,False,False
15747,1.3409876654570128,PZOHAEWM,False,False
15748,2.5512250049917955,FDDYQBAP,True,False
15749,0.16599926045373614,ELDSSJSZ,False,False
15750,1.8384894786205463,LRIJXKSF,False,False
15752,1.4827068558625562,CZXVWVML,False,False
15753,-1.1864378309179795,NEPWCREF,False,False
15755,2.198887045318439,FPHRXWTA,True,False
15756,1.4206701697293311,UCVUJGLS,False,False
15757,0.10978155079570896,QRWQGPDG,False,False
15758,1.0631166383058133,FZBGTAPP,False,False
15759,-0.6201476119987943,BGOCQKYR,False,True
15760,1.6828477927763998,MGJCYTQI,False,False
15761,0.9033629423603652,EOXZZNNE,False,False
15763,0.5947376719243325,GSDESNQX,False,False
15764,2.7635264412057605,FVVLFOPL,False,False
15765,3.070580395699653,VTCKBCLI,False,False
15766,0.04434454934003185,RKIUFXIW,False,False
15767,1.05303116646972,KFIGZICC,False,False
15768,0.17635320540007338,ZDXWQLPE,False,False
15769,2.9279260128202624,VUQFXNET,True,False
15770,0.07509068631097326,ABCMZLGM,False,False
15771,0.7031579431183845,PICIRWUB,False,False
15773,-0.27384931848926275,EXOXQEDT,False,False
15774,0.9491856522694476,MWSHSTHZ,False,False
15775,3.254550197455424,NOSJXGYG,True,False
15776,1.4097559990230462,OJYPVICE,False,False
15777,0.7471119575271827,CIEWPVJM,False,False
15779,-2.3626632671771195,BXMTFHVM,False,True
15780,1.3555426066611298,MZNRCPSG,False,False
15781,-1.072043757219396,OLEVPZDW,False,False
15782,1.231497001529947,AZOYCIAD,False,False
15783,-0.13124325709861573,FDYOZPJO,False,False
15785,1.510077870068194,EGAZKMMF,False,False
15787,1.0426473956478617,OUFLBDEH,False,False
15789,1.8567302112743165,COOCYVYP,False,False
15790,1.6160177812213252,VGMACNJE,False,False
15791,0.12950518951862122,BDDRLVIG,False,False
15792,0.5984440128571631,AZSYDBMN,False,False
15793,-1.3126836667855903,XREHENWX,False,True
15794,-0.2739971640545517,YTZFUHZY,False,False
15796,0.3841417183361859,KGKEWSLK,False,False
15797,0.2449882270352295,JUWCDCWQ,False,False
15798,0.9594541821811128,THWJQHOS,False,False
15800,-0.7597649484333142,BDLCYSBM,False,False
15801,1.1826872400776152,TXPWBNLA,False,False
15803,1.3179945644833615,WUDPSRAZ,False,False
15804,0.8963772778187662,KFMJLOEO,False,False
15805,-0.09563129961239802,TWSEZUNI,False,False
15807,-2.003996475338135,YKLPULKW,False,False
15808,2.9886379598865966,QGLWVCPQ,True,False
15809,1.9785871867741915,MDSKZUWE,False,False
15810,1.0779630890345908,BGSZCEMX,False,False
15813,2.614056021189703,ODPAAPFF,False,False
15814,0.09925683947262652,SAZRNCQQ,False,False
15815,-0.2605028042156994,DQRBHWMU,False,False
15816,0.09440424930494506,AFWUETPV,False,False
15817,1.711898744731219,CQFIMLWZ,False,False
15819,1.288990323938986,JYCZAVJR,False,False
15820,-0.3795698772865048,BDVHIBGD,False,False
15823,0.9694503631624896,KVLTIKIR,False,False
15824,-1.4056879900237411,QELXYEAQ,False,False
15826,1.2502835908150751,APBTGVHA,False,False
15827,1.4487393156659278,OAMCWAUF,False,False
15828,0.7526127001756517,GBOYLRVY,False,False
15829,1.1946084345242245,PUOTCREL,False,False
15830,0.9674522264515116,UCMMDOPE,False,False
15832,0.5130421557519629,HBMZNFKL,False,False
15833,0.9817196905775656,DEREJHHQ,False,False
15834,1.856792554753644,YBMTSFQU,False,False
15836,1.6841700185749042,SOQWIMQF,False,False
15838,0.7436878530273696,FVLHMAPT,False,False
15839,1.9819185334896612,MSHSBHEL,False,False
15840,-0.3649568051052696,BPYNEBCP,False,False
15841,-1.6052900364036138,LYUPSQZL,False,False
15842,-1.8972187793835364,SMGNDJUC,False,True
15844,2.9839658596711063,XZVKLJRT,True,False
15845,0.2151862538061176,LRVQLXCO,False,False
15846,-0.18217958727995165,XTZVYJVV,False,False
15847,0.40148466263032256,KJEZAUPF,False,False
15848,-0.8835586963276375,CRKEBMLD,False,True
15851,3.4938119589603036,JSJHNMCM,True,False
15853,0.31689791761440755,COHWLNFS,False,False
15854,1.5844944063184894,GEXQNHQD,False,False
15855,0.5093729448651506,CIJLAZMN,False,False
15857,-0.9820905894763512,QNMILQTO,False,True
15859,1.6850527830150015,EKPQKDBL,False,False
15860,2.411273944930895,LJBSMPWZ,True,False
15861,1.8085147442516536,HDUCACII,True,False
15862,1.5451167851835748,NTFTFRIP,False,False
15864,1.5209808728138092,CKPLVPSQ,False,False
15866,2.9841482971479985,NYOINMNB,True,False
15867,0.0021727032684890624,CZMTNWUG,False,False
15868,1.850992356759876,DIUWEHGF,True,False
15869,-1.9240100852416695,KTBNZXOB,False,False
15870,2.074348770487969,UDFOMTGH,False,False
15871,2.017895496852589,CGSYCZUH,False,False
15872,0.5102372708396314,KISNUPHH,False,False
15873,1.021879959183393,ACOGORZC,False,False
15874,0.8513579348455134,ZUQMGSOH,False,False
15875,3.4959165562804357,ZLOJXLWX,True,False
15878,0.014846130795355572,NROHKYLY,False,False
15879,3.2443584331619832,EITVMPCJ,True,False
15880,0.8234970589710691,PEAFEICK,False,False
15881,1.9214110160173052,KXBPGAYB,False,False
15883,1.4053039850355282,GKJNVUFN,False,False
15884,1.230936205906793,EEAWLJGU,False,False
15887,-0.2501129981242227,QBNKDQGK,False,False
15889,1.1817560177697692,DYRBIXHW,False,False
15890,1.0877242781510958,JIWZPKKZ,False,False
15891,1.6182195546485685,CAMDBTCY,False,False
15894,2.909727970055791,MTBBULPT,True,False
15895,-0.16474748034974718,YYQYRKNV,False,False
15897,-0.08374123947076906,LLWPVKAZ,False,False
15898,-0.024414871127878438,ABETSCQE,False,False
15899,4.042875232050585,QTQPECAI,True,False
15900,1.6538809224329312,RYAYLKRD,False,False
15901,0.7265124259217686,JGORBLFB,False,False
15902,1.4285866451042477,NXPTWNAO,False,False
15903,1.7870561245892365,OYWCWEDV,False,False
15906,1.5678419963121657,DIIJYYWD,False,False
15907,1.5760378197929024,REOJRMQS,False,False
15909,1.936083668595472,NTJVLHPT,False,False
15910,0.6329022937802984,FGETDQMM,False,False
15912,1.9637686432395995,HUFAJPHU,True,False
15913,0.12876170517541574,GRRYHZLT,False,False
15914,-0.23509453409154224,QLCBLPLQ,False,False
15915,-1.2636757177602285,AOJTFDDR,False,True
15916,1.033317785495144,SMGNJHAJ,False,False
15917,1.341410404377116,CAKZPIEY,False,False
15918,-1.3120335619312449,KZFOWIZI,False,True
15925,2.739944669977169,CYTSWZYR,True,False
15926,-0.3416874423472533,GHPEAMNR,False,False
15927,-0.6699786848467195,SYSPPZRR,False,False
15928,2.3601268173666314,CFXQHOEX,True,False
15929,2.822058403066237,CVRNCOCT,True,False
15930,2.672094497146273,RRZYFHFO,True,False
15931,1.2634117720968092,XJZIXWCB,False,False
15932,-0.7530125779343118,HIHWOYJH,False,True
15933,1.6975580051331676,EGCFXLZI,False,False
15934,0.7840079364431007,BYNWOUHF,False,False
15935,1.2462620311479036,CIRBOROX,False,False
15936,0.9814559830689196,YHRVSHYC,False,False
15940,2.6271585927722656,NROUKZFS,True,False
15941,1.0719454838787112,VXSLTMTS,False,False
15942,2.589182588588141,BBM1pem0138,False,False
15946,0.8922829028627066,UYXSEDGE,False,False
15949,-1.3304819095195328,FKFXHMWK,False,True
15950,2.6457738179691277,EVSKUNEF,True,False
15951,1.300104725110618,RGNWSNHX,False,False
15952,1.8689632671281895,BPQQKKXM,False,False
15954,-0.7198198313123204,AOGYUAZL,False,False
15955,0.7382107730982783,ZHLOXTEV,False,False
15956,1.329494765140657,CTGKHEVO,False,False
15959,2.05790513800676,ILBAWPSC,False,False
15960,1.6420087571613902,GDAHIIUD,False,False
15961,2.5081955181692885,ICFCMRJU,True,False
15963,2.5066592058699744,RYXESLHI,True,False
15965,1.8912399481131452,QLLHHJGM,False,False
15966,0.2591118775339696,VBZCFFNB,False,False
15968,0.91166517527544,FLKMPMEU,False,False
15970,2.1726295830851767,ICIPSMEW,False,False
15971,0.8200337365325066,LOIZCKRY,False,False
15973,0.3452585563391324,ZUUEKIQE,False,False
15975,0.4416508989057486,UAJSLVLE,False,False
15977,1.0746585073939203,LPCBALHH,False,False
15978,-0.7924226607350702,BXEQQRDQ,False,True
15979,1.4161417615934502,FSCZINHD,False,False
15980,0.4994161576361276,JWPQDFBI,False,False
15981,1.1267305881565879,OLJIUZVQ,False,False
15984,-0.3605012169042183,YHZDNONM,False,False
15986,1.504610816672428,BNVBJKVB,False,False
15987,2.637732994644283,BJYELIUK,True,False
15988,1.4537765363927817,XKQZDNQV,False,False
15990,1.7439303433293465,HDPWRQSR,False,False
15993,2.873037453728272,VYKHAUMY,True,False
15994,2.770760052978214,GZKZWTUY,True,False
15995,-0.22453040114962874,BEJPIFLQ,False,False
15996,2.7025158583143902,IYLZCVFP,True,False
15998,1.2522853569805612,YQDBTTAR,False,False
15999,1.8160174805717748,PWLEBLGZ,False,False
16000,2.639646929461112,DTBUZCIM,True,False
16002,0.664927520818563,SZRWNYKS,False,False
16003,-0.21950034662353324,XXRTGAKO,False,False
16004,0.6859657595853673,YJXQGOXS,False,False
16005,0.12394735994724206,ASHOOCHA,False,False
16006,1.152121334645703,YFGBRIJO,False,False
16007,2.0924768856997784,LWBBERJO,False,False
16008,3.2229359237068795,CAJWXLKG,False,False
16010,3.640214421507784,PSPQMIJK,True,False
16012,0.2592816342957802,AKQDJMFL,False,False
16014,1.661542659233935,RDSQOOTL,False,False
16015,1.9203233749285744,DEFQRHME,False,False
16017,1.278755796391526,XERRFJEL,False,False
16018,1.1745673506515764,VMYRJNSJ,False,False
16019,0.3866546000768129,UMXPMYGB,False,False
16020,2.540265142339348,SWUGLGDQ,False,False
16021,2.8097253326021088,QZFIQMXG,True,False
16022,1.6677504066601851,TTCQENBL,False,False
16023,-1.0707232455465143,HIKEINAQ,False,True
16025,1.3822263117028162,WNTDNABY,False,False
16026,2.7659929633853526,DKJCCZOW,True,False
16027,-0.0390173745029796,QYGEOWND,False,False
16028,-0.26128850761894906,CUHJDDQJ,False,False
16029,0.3056633167367413,ADPFIUVG,False,False
16030,1.0303001646753125,HZAFFQQN,False,False
16031,0.9919021236858284,ACVNRQAR,False,False
16033,1.3560858554127972,BTFWAMIG,False,False
16034,1.2744909229405184,NRAMMVGA,False,False
16035,1.8372218868829304,CDJMOZVB,False,False
16036,1.3220548297441723,KRQMSCXT,False,False
16037,1.338763248213847,MNGSKTIL,False,False
16040,1.2543506368575479,JPCKPMWR,False,False
16042,-1.949396764455484,KOFRAKVC,False,True
16044,2.13630398238272,BLBNBOND,True,False
16045,1.3501227524243722,DDPUSVEQ,False,False
16046,1.5572605293127788,RJFJKPAA,False,False
16048,2.3538706095365183,QVSLJGXO,True,False
16049,1.118701829893226,BIRUNVOZ,False,False
16050,0.9301316754303248,HSHCBVAC,False,False
16051,0.7181027905527069,RHLNMPAF,False,False
16056,-1.3477957945959669,UBITCSZM,False,False
16058,1.2133132440477108,ISEXLVYH,False,False
16062,0.5818840790875281,ABQFOYSU,False,False
16063,1.4423096307995558,DJCFYPAB,False,False
16064,0.9847175780641549,ZXTNLVVT,False,False
16066,0.16470088993423415,OMLVGIGA,False,False
16067,0.2499778539174211,NFXGQBUN,False,False
16070,0.9997848998679606,ORJCPHJH,False,False
16071,0.8970120037594382,GNALHXAJ,False,False
16074,-0.11605506820704735,TUQVBGNB,False,False
16075,0.37014533858261256,HFMFZCJA,False,False
16077,2.4696921385254518,HBXITKAV,True,False
16080,0.4932937347719513,YOOFLQRX,False,False
16081,1.1000477993821782,PJDRVGJX,False,False
16084,1.0469380552747016,VBEYABKY,False,False
16085,1.5331896268965433,BUEVLOQB,False,False
16086,0.17462875791388344,YOGFIBJJ,False,False
16087,3.0598419090830906,PYFNBQTR,True,False
16089,2.0596639296400263,BEQQIWYM,False,False
16090,0.5571346895734877,ZODJRBWX,False,False
16091,1.550014744599754,HZPCOJHV,False,False
16092,1.966507965316074,OVPCXWJC,False,False
16093,1.0610118706680725,SZCFVUTK,False,False
16095,1.0130507058457892,UYINMYCV,False,False
16099,2.336274253908964,KFFSRAKT,False,False
16102,0.15115345707639594,FHCIIRBU,False,False
16103,0.5928488282840698,IETWPKNT,False,False
16104,0.4537586753388112,JCXUMAMC,False,False
16107,2.078236038346597,VZQELHRQ,False,False
16109,1.591787678297865,BGFPEKPH,False,False
16110,1.2376928874977613,HWZHKOWA,False,False
16111,1.0480362953225335,CPPPKRQB,False,False
16112,1.0176138268907289,ELVAVXDI,False,False
16114,1.692814833183934,HONVJTSP,False,False
16116,0.7853594861953814,XCXCEKYK,False,False
16118,1.2970282070903003,KKSDHEDL,False,False
16120,-0.27154860309241924,BBGDLSMY,False,False
16121,1.6481600239875416,CHBYQJBO,False,False
16122,1.3068574108371107,YMNXJSDQ,False,False
16124,1.560776419324691,FLINMSCG,False,False
16130,1.1594168650914882,LXTYIABP,False,False
16132,1.9950237249318383,OLWBFJUR,False,False
16133,0.4542828644347728,NLGEYZMB,False,False
16136,0.37634960225047603,NCYAEBUM,False,False
16137,0.34239074470332165,UPGDAXUV,False,False
16138,1.937439508070248,ADPRPWQJ,False,False
16139,1.2207702885854919,GFMHRSDA,False,False
16140,1.6439708195113665,VCZILFRY,False,False
16141,2.402733292827291,QERYESSB,True,False
16142,0.7670161714211428,GXYVBYEB,False,False
16143,3.0896119518656064,IPRUHFNS,True,False
16145,1.261366479103662,AEXWYLWZ,False,False
16146,1.44622931890728,ZKWVOCHT,False,False
16147,1.3561132366342266,DEFMKHXG,False,False
16148,0.6739694519182367,YEJNPRHN,False,False
16150,2.214316960964725,MTNNCMGU,True,False
16152,1.9967855628490916,BBM2nHm0328,False,False
16153,1.1256206876751829,DTWJHUXW,False,False
16156,1.933439285653909,ALZCCISK,False,False
16158,-0.32928149567228504,MDKLQKYQ,False,False
16159,1.2789059744649791,OCLGWBWS,False,False
16160,1.720718295729185,GWLAPXNW,False,False
16165,-1.3488315141553062,CREIQERW,False,True
16166,0.12447694083483694,XSGDBWNA,False,False
16168,1.2835926754596922,LDHSVUYC,False,False
16169,1.288439518020826,EUHRJHOF,False,False
16171,1.2728991317482452,OPLSQZZP,False,False
16175,2.7019931842940696,HYQOLGSK,True,False
16177,-0.8018999153664459,PQESZNQL,False,False
16178,-0.20937000249013327,UPUWUJUI,False,False
16194,2.584246643915651,JQCJARCA,True,False
16195,-0.2999367994618893,QWDLVIVW,False,False
16196,1.2126782184700875,BBM1pem0160,False,False
16197,2.8131234648325485,OEYWNEIG,True,False
16198,-1.0485379145946518,HBUPFSAQ,False,True
16199,1.5891727806683025,MDXAGFGC,False,False
16200,1.6028371979043494,AHYZOHYV,False,False
16203,1.1446478763815529,VHOVSZRE,False,False
16204,1.8510954651977016,QFXFLYZN,False,False
16205,2.957187898604201,WXERQLZX,True,False
16207,-0.0978066655907297,AZVVCMYB,False,False
16208,2.8226176373438974,VTLAVHOZ,False,False
16209,2.980478030963776,OGXCXHWI,True,False
16212,1.7253925897113307,YMYZHTKF,True,False
16214,1.7963413591026467,LXLWGPMH,False,False
16215,2.615502521358541,BB47nHm0319,False,False
16216,2.0203911777209687,MRDQUQXC,False,False
16219,-0.188292907133534,VVVDWXOZ,False,False
16220,1.7358590655547426,BGDRIJPN,False,False
16221,-0.6304179652890133,RFBCPSMX,False,True
16222,1.400266388678189,XSXUDYSH,False,False
16223,0.009084559975385487,NGCMPIGD,False,False
16224,0.013535563920817673,PPPCQXLY,False,False
16225,1.6934339970009926,QLBYKXHC,False,False
16227,-0.9839972425431116,HTWCTOGN,False,True
16228,0.4057998182692355,RIZGYJSB,False,False
16232,1.6127790401480169,GQHKDZYC,False,False
16242,1.1875554250818559,BPEEDDOM,False,False
16244,0.8730044912324635,IMKUHIYQ,False,False
16246,-0.2734450406948869,TIPVXPED,False,False
16247,-1.1053741275900766,XZNEISWV,False,True
16248,-0.4333720688710052,JXGXXYTV,False,False
16249,1.3808813613793247,CEKSSRSF,False,False
16250,1.3059332615923651,OWUTGKUA,False,False
16252,3.0848721912575923,RQJNCOTC,True,False
16253,0.6834407312341475,DVCDQLRK,False,False
16256,2.4182617029419697,JEICIQOY,True,False
16269,3.651151584956008,BB47CHm0265,False,False
16287,-2.2160285870615497,IVBEDVCC,False,True
16289,0.7787887835396274,LOHAULIQ,False,False
16290,0.2264995036902941,LKSBUJDE,False,False
16292,-0.08374179253811609,TOIXMZYH,False,False
16294,0.1755979740949951,AFOLXEDM,False,False
16295,1.2024575489028044,AHJFQPHY,False,False
16296,2.1379377525399823,NZWPIKON,True,False
16297,2.0067048103045764,JLKYPXBH,True,False
16298,2.0592079114571984,ENEOZFIC,True,False
16301,1.072926127527158,TJLZYLTH,False,False
16302,0.9304951947884892,MBXNZUUF,False,False
16304,1.768220692671362,BNOXPWXB,False,False
16306,-0.0739258376559575,OXCBYKWL,False,False
16308,1.1456181544663189,JUNJDIWN,False,False
16310,1.3843218487636904,DFACGQCE,False,False
16312,-0.4031090511594858,SYDQDWGG,False,False
16313,1.3173613134539208,MMQHRGXO,False,False
16314,1.9044574890309784,ATUPIGCZ,False,False
16315,2.0787868195032484,PTNEAMUF,True,False
16316,0.8560301714136076,JMNSNIRP,False,False
16319,-0.2967629519706509,CPBSDUXE,False,False
16320,-0.5229564043030375,AKLDFWKR,False,False
16321,1.7613920875394038,VNSWRXOS,False,False
16325,0.11875085871328063,JWPDYQYK,False,False
16326,0.0637931781421941,BB47nHm0219,False,True
16328,2.6367614657808347,ZWTRERKN,True,False
16329,0.33809401246824866,RRUTOMZY,False,False
16331,-0.6323787897569786,KQHTYYAA,False,False
16332,0.10860726088814364,EMCIISBW,False,False
16333,1.1270159873799916,ITWVGUEN,False,False
16334,1.7591658190748198,PISPBUYO,False,False
16335,2.4486391158071585,RMGWCTZZ,True,False
16336,1.550205321225982,AFJTCZYW,False,False
16337,-1.0305147745212535,CUKNIXRH,False,True
16339,1.917521125349364,ANLDRCJA,False,False
16340,0.9177218758687418,WIZWQEWI,False,False
16341,0.24917712213265464,IYOPCXFW,False,False
16343,1.2808319640405947,JWHTQGRF,False,False
