,scores,name,has_open_top,has_open_bottom
12019,-0.2048079388328894,BBM2nHm0212,False,True
12020,-0.7905403265233079,BBM2nHm0213,False,True
12024,2.168669264477356,BBM2nHm0217,False,False
12027,-0.9861790061977352,BBM2nHm0220,False,True
12029,2.118712110644724,BBM2nHm0222,False,False
12030,2.6082562740179176,BBM2nHm0223,False,False
12031,-0.24549097891940325,BBM2nHm0224,False,True
12033,-0.14857437907718596,BBM2nHm0226,False,True
12034,-0.476504648237848,BBM2nHm0227,False,True
12035,2.0916993303808677,BBM2nHm0228,False,False
12041,0.060576076657392286,BBM2nHm0234,False,False
12042,-0.5492794098841409,BBM2nHm0235,False,True
12043,0.1608509959170002,BBM2nHm0236,False,True
12046,-0.6560258984769598,BBM2nHm0239,False,True
12047,0.7720942364274839,BBM2nHm0240,False,False
12048,0.5337210714669322,BBM2nHm0241,False,False
12049,-0.5966000719245251,BBM2nHm0242,False,True
12050,0.2695708578809866,BBM2nHm0243,False,True
12051,1.3553845379933402,BBM2nHm0244,False,False
12052,0.9318383111328341,BBM2nHm0245,False,False
12055,2.0547887735222594,BBM2nHm0248,False,False
12059,-0.8304305627408683,BBM2nHm0252,False,True
12060,0.12023142155727007,BBM2nHm0253,False,False
12062,0.7712753100663285,BBM2nHm0255,False,False
12063,2.002574516019606,BBM2nHm0256,False,False
12064,1.9216177371490881,BBM2nHm0257,False,False
12067,2.2157480781312278,BBM2nHm0260,False,False
12070,0.8520305257882049,BBM2nHm0263,False,False
12071,1.9644847166145176,BBM2nHm0264,False,False
12072,2.7190454135081046,BBM2nHm0265,False,False
12073,1.908460222563857,BBM2nHm0266,False,False
12074,-0.3941145426437495,BBM2nHm0267,False,True
12075,-0.439384247557291,BBM2nHm0268,False,True
12077,0.6162757758404195,BBM2nHm0270,False,False
12079,-0.9075778040702608,BBM2nHm0272,False,True
12080,0.6556251628973934,BBM2nHm0273,False,False
12081,0.6696629264049456,BBM2nHm0274,False,False
12083,0.4968602163104212,BBM2nHm0276,False,False
12084,3.1276635512082858,BBM2nHm0277,False,False
12085,-0.09604031779343594,BBM2nHm0278,False,True
12086,4.109254438738688,BBM2nHm0279,True,False
12087,2.9257641958067597,BBM2nHm0280,False,False
12088,0.6402513079506151,BBM2nHm0281,False,False
12089,1.6275502647920577,BBM2nHm0282,False,False
12091,0.5643535885699581,BBM2nHm0284,False,False
12092,-0.4227771016142414,BBM2nHm0285,False,True
12093,-0.07211352326142606,BBM2nHm0286,False,True
12096,2.292784911584629,BBM2nHm0289,False,False
12098,1.6110908614840338,BBM2nHm0291,False,False
12101,-1.0327587456236909,BBM2nHm0294,False,True
12102,1.4326455329542016,BBM2nHm0295,False,False
12103,2.180314712429748,BBM2nHm0296,False,False
12104,2.791344948296439,BBM2nHm0297,False,False
12107,0.8184966845606338,BBM2nHm0300,False,False
12108,2.5101529429258376,BBM2nHm0301,False,False
12109,2.4616060290522266,BBM2nHm0302,False,False
12110,0.4820938791062992,BBM2nHm0303,False,False
12112,2.081965954051447,BBM2nHm0305,False,False
12113,1.808913741051884,BBM2nHm0306,False,False
12114,0.2538823988196943,BBM2nHm0307,False,False
12115,1.822550861282306,BBM2nHm0308,False,False
12116,2.35513783518823,BBM2nHm0309,False,False
12117,2.4679591409970625,BBM2nHm0310,False,False
12119,0.5304291260654097,BBM2nHm0312,False,False
12120,2.8933250217218034,BBM2nHm0313,False,False
12122,2.180164410044602,BBM2nHm0315,False,False
12128,0.5980764055184714,BBM2nHm0321,False,False
12131,-0.3714510196425514,BBM2nHm0324,False,True
12135,1.6172160551990908,BBM2nHm0328,False,False
12136,1.345398480740232,BBM2nHm0329,False,False
12137,-0.770127004877035,BBM2nHm0330,False,True
12141,0.7997362452109863,BBM2nHm0334,False,False
12142,-0.7140926104277441,BBM2nHm0335,False,True
12143,-0.18324773953766166,BBM2nHm0336,False,True
12147,2.3698066943898675,BBM2nHm0340,False,False
12150,1.8531171678946263,BBM2nHm0343,False,False
12151,-0.5587363745985308,BBM2nHm0344,False,True
12152,-0.9740505820279702,BBM2nHm0345,False,True
12154,-0.4961556075781354,BBM2nHm0347,False,True
12156,1.2139510935228282,BBM2nHm0349,False,False
12157,-0.4376778254181624,BBM2nHm0350,False,True
12158,-0.6734840647211677,BBM2nHm0351,False,True
12160,0.6476097771550253,BBM2nHm0353,False,False
12161,1.9193844284315296,BBM2nHm0354,False,False
12162,2.9990342560554635,BBM2nHm0355,False,False
12165,2.1118578487447857,BBM2nHm0358,False,False
12167,1.426884367192616,BBM2nHm0360,False,False
12168,-0.006089317148605696,BBM2nHm0361,False,True
12169,3.8399036253901473,BBM2nHm0362,True,False
12172,-0.21548557185256625,BBM2nHm0365,False,True
12175,2.5080197075494177,BBM2nHm0368,False,False
12179,-0.2782192289081072,BBM2nHm0372,False,True
12180,1.000228487299653,BBM2nHm0373,False,False
12181,0.7831892099404016,BBM2nHm0374,False,False
12182,-0.1818617913126513,BBM2nHm0375,False,True
12183,1.8269211254969877,BBM2nHm0376,False,False
12184,0.11261872601453625,BBM2nHm0377,False,True
12186,1.648782951089566,BBM2nHm0379,False,False
12187,-0.4942627397972288,BBM2nHm0380,False,True
12188,1.9547864313232408,BBM2nHm0381,False,False
12189,0.7229320848762555,BBM2nHm0382,False,False
12191,1.1920903937444238,BBM2nHm0384,False,False
12192,1.1508682896888562,BBM2nHm0385,False,False
12193,2.0215389010736438,BBM2nHm0386,False,False
12194,-0.4919018476440693,BBM2nHm0387,False,True
12195,0.8518558747326075,BBM2nHm0388,False,False
12198,0.5015633765901039,BBM2nHm0391,False,False
12202,1.886323073507856,BBM2nHm0395,False,False
12203,1.1283343280277018,BBM2nHm0396,False,False
12204,2.4560100881106384,BBM2nHm0397,False,False
12205,-0.6319650005726918,BBM2nHm0398,False,True
12208,-0.942982428981834,BBM2nHm0401,False,True
12209,2.5743245204669263,BBM2nHm0402,False,False
12212,-0.3243459646988767,BBM2nHm0405,False,True
12213,1.3283388901758038,BBM2nHm0406,False,False
12214,-0.9172736897838544,BBM2nHm0407,False,True
12215,-0.6847908984197689,BBM2nHm0408,False,True
12216,2.037996628168796,BBM2nHm0409,False,False
12217,2.1180887453081367,BBM2nHm0410,False,False
12219,0.29597820614768683,BBM2nHm0412,False,True
12220,-0.3135000954898552,BBM2nHm0413,False,True
12221,-0.20362434976071067,BBM2nHm0414,False,True
12222,1.6662606048462358,BBM2nHm0415,False,False
12223,-0.3427210218658149,BBM2nHm0416,False,True
12224,0.8731038230817383,BBM2nHm0417,False,False
12225,3.203799371757902,BBM2nHm0418,False,False
12226,2.145773112142541,BBM2nHm0419,False,False
12227,-0.5575790110896868,BBM2nHm0420,False,True
12229,1.8744424550961492,BBM2nHm0422,False,False
12231,0.7507937058118377,BBM2nHm0424,False,False
12232,1.5520390004379734,BBM2nHm0425,False,False
12234,0.8260174504393127,BBM2nHm0427,False,False
12236,1.7223035863796814,BBM2nHm0429,False,False
12237,0.041032601383648885,BBM2nHm0430,False,True
12238,-0.2346078032226869,BBM2nHm0431,False,True
12239,1.8488128864853408,BBM2nHm0432,False,False
12240,0.24062426139885384,BBM2nHm0433,False,False
12241,0.6765024158274144,BBM2nHm0434,False,False
12242,1.8643936152914908,BBM2nHm0435,False,False
12243,1.1569485306427616,BBM2nHm0436,False,False
12245,1.6740746020871442,BBM2nHm0438,False,False
12246,-0.4836908156375113,BBM2nHm0439,False,True
12247,1.3448294292750949,BBM2nHm0440,False,False
12249,2.2878871951982718,BBM2nHm0442,False,False
12252,2.3703776884268333,BBM2nHm0445,False,False
12253,0.8123040366710659,BBM2nHm0446,False,False
12255,-0.2388433148757604,BBM2nHm0448,False,True
12257,3.062440070482868,BBM2nHm0450,False,False
12259,0.8831001718390821,BBM2nHm0452,False,False
12261,1.6216494329730469,BBM2nHm0454,False,False
12262,2.8082993073623133,BBM2nHm0455,False,False
12263,0.2913679103935499,BBM2nHm0456,False,True
12264,2.7063926640256666,BBM2nHm0457,False,False
12266,3.197151484576596,BBM2nHm0459,False,False
12267,1.198390119336772,BBM2nHm0460,False,False
12270,2.4034334940038833,BBM2nHm0463,False,False
12271,2.220920939793431,BBM2nHm0464,False,False
12272,2.545897212399273,BBM2nHm0465,False,False
12273,1.997690438802284,BBM2nHm0466,False,False
12274,1.5054668170083774,BBM2nHm0467,False,False
12275,-0.06020211598833981,BBM2nHm0468,False,True
12276,0.08858434181164271,BBM2nHm0469,False,True
12277,-0.23853688210559865,BBM2nHm0470,False,True
12278,-0.1590487412434652,BBM2nHm0471,False,True
12280,-0.03131171784791565,BBM2nHm0473,False,True
12282,-0.05617916109702245,BBM2nHm0475,False,True
12283,0.11829650513932365,BBM2nHm0476,False,False
12285,3.030226480604332,BBM2nHm0478,False,False
12286,0.11380981822002399,BBM2nHm0479,False,True
12290,1.5211040504140982,BBM2nHm0483,False,False
12292,1.5699039814981572,BBM2nHm0485,False,False
12294,-0.010573033200970527,BBM2nHm0487,False,True
12296,-0.3625252985622197,BBM2nHm0489,False,True
12297,0.8616724637720155,BBM2nHm0490,False,False
12298,2.145343046469309,BBM2nHm0491,False,False
12299,3.1671217735845034,BBM2nHm0492,False,False
12300,1.8679738296348811,BBM2nHm0493,False,False
12301,-0.4359013753938384,BBM2nHm0494,False,True
12305,-0.10102707101635128,BBM2nHm0498,False,True
12306,1.7292697067448117,BBM2nHm0499,False,False
12308,0.07016389552520197,BBM2nHm0501,False,False
12313,-0.4390132944445117,BBM2nHm0506,False,True
12314,-1.060779076131683,BBM2nHm0507,False,True
12315,2.289491760804664,BBM2nHm0508,False,False
12316,2.1527243735516306,BBM2nHm0509,False,False
12319,-0.6508009885025982,BBM2nHm0512,False,True
12320,2.0059666844019315,BBM2nHm0513,False,False
12321,2.6145117152346766,BBM2nHm0514,False,False
12322,-0.4218999495680476,BBM2nHm0515,False,True
12325,0.2569678233384325,BBM2nHm0518,False,False
12326,2.606053100361518,BBM2nHm0519,False,False
12327,-0.4226763779044328,BBM2nHm0520,False,True
12328,0.35474543134459724,BBM2nHm0521,False,True
12329,-0.9278830019394146,BBM2nHm0522,False,True
12330,-0.4729246544515267,BBM2nHm0523,False,True
12331,2.1165573522178405,BBM2nHm0524,False,False
12333,1.3567333912162238,BBM2nHm0526,False,False
12334,0.6169090578045495,BBM2nHm0527,False,False
12335,-0.2945572778356434,BBM2nHm0528,False,True
12336,0.7494102997546753,BBM2nHm0529,False,False
12337,1.4686541398415338,BBM2nHm0530,False,False
12338,-0.8947416924531314,BBM2nHm0531,False,True
12340,0.6881985096809757,BBM2nHm0533,False,False
12343,0.9227593215527756,BBM2nHm0536,False,False
12345,2.0586470200930744,BBM2nHm0538,False,False
12347,0.1037055558153448,BBM2nHm0540,False,True
12349,1.1326462641163202,BBM2nHm0542,False,False
12350,2.1497938704715542,BBM2nHm0543,False,False
12351,0.6814335313174454,BBM2nHm0544,False,False
12353,2.3826826841801805,BBM2nHm0546,False,False
12354,2.2987732703306616,BBM2nHm0547,False,False
12356,2.9857474318847466,BBM2nHm0549,False,False
12357,-0.7667012747507682,BBM2nHm0550,False,True
12358,1.845303292294747,BBM2nHm0551,False,False
12362,1.1170878321469893,BBM2nHm0555,False,False
12366,-0.3771653971059932,BBM2nHm0559,False,True
12367,1.3033998003912919,BBM2nHm0560,False,False
12370,0.7722020138658103,BBM2nHm0563,False,False
12372,-0.0955933946513296,BBM2nHm0565,False,True
12380,1.2836634942794602,BBM2nHm0573,False,False
12382,2.037434529024282,BBM2nHm0575,False,False
12383,2.4849552336911356,BBM2nHm0576,False,False
12384,1.1498920129375312,BBM2nHm0577,False,False
12385,0.7044829475339743,BBM2nHm0578,False,False
12386,2.7178733155767407,BBM2nHm0579,False,False
12387,0.1379140723573954,BBM2nHm0580,False,False
12388,2.0929866996257442,BBM2nHm0581,False,False
12389,-0.1106896449034288,BBM2nHm0582,False,True
12390,3.5669035646134164,BBM2nHm0583,False,False
12391,4.0028130547602006,BBM2nHm0584,True,False
12392,1.751785153412987,BBM2nHm0585,False,False
12393,-0.7567771253606601,BBM2nHm0586,False,True
12394,-0.18754706459527196,BBM2nHm0587,False,True
12397,-0.6524286627442495,BBM2nHm0590,False,True
12398,-0.8696090985151532,BBM2nHm0591,False,True
12401,4.546730193925038,BBM2nHm0594,True,False
12403,3.607615947144184,BBM2nHm0596,False,False
12404,1.1440189808273813,BBM2nHm0597,False,False
12406,1.0091982813895468,BBM2nHm0599,False,False
13104,2.2818552028129595,BMZQQOSL,True,False
13105,1.8555052307218696,TPKPUBPV,False,False
13106,0.2482408172468067,BCCDTBZW,False,False
13110,0.7372102088635195,FXJPEFXI,False,False
13111,-0.09002464067236526,XVEBTOSH,False,False
13112,-0.3854721944328912,SFEEDJWB,False,False
13113,-0.4842111306262949,EOMCJGVO,False,False
13114,1.8889157401843704,BMZEAXAB,False,False
13115,1.780687682513845,MYIKMBAE,True,False
13116,1.3574698086981398,QZZRKJCQ,False,False
13117,-0.5151315534528085,YQTAKINJ,False,False
13119,2.5749544993006808,SUQODXTQ,True,False
13121,1.0425436554438372,NYPXLKSK,False,False
13122,0.5375968890677343,RPNXQPEF,False,False
13125,2.109338510336727,QWFEOQRA,False,False
13126,-0.7449868152221736,BUVBQOHB,False,False
13127,-0.9944810234442664,DRVVJADX,False,True
13130,2.8972345269466855,DCDQJPEA,False,False
13131,2.7755256322732658,ONRMIFGH,True,False
13132,0.18989491356861832,CKLHYLMS,False,False
13133,0.6755498590277469,AECESERQ,False,False
13134,0.9303706675421808,BVHNZNON,False,False
13135,1.9134910520046151,NRNKKYPL,False,False
13137,1.97705552474501,BB47nHm0371,False,False
13139,2.8351266105414945,EYHIHNTC,True,False
13140,-0.34732775002514193,QTTWAXAY,False,False
13142,1.0644650597412952,AHXZHCYE,False,False
13143,1.214958915495049,NJHVLHCU,False,False
13144,1.1444230726590208,VJWKQGLB,False,False
13145,1.9239449569119669,FNQXLEPL,False,False
13146,-0.608757122757314,IYVXEAFZ,False,True
13147,1.2874735863777251,COJPQJIE,False,False
13148,1.1194196108570686,BNGIGSXE,False,False
13149,-2.931807790617938,EZUEFOYR,False,True
13150,2.0845623196719467,MMLHWASD,False,False
13151,0.06745258217539063,HAHLXGRS,False,False
13152,-0.11296808327206245,INUESZIW,False,False
13153,0.13391769083931027,AJXCUGSN,False,False
13154,0.8636348317490748,IIVMZJZD,False,False
13155,0.8458688481266625,IQNLMLVX,False,False
13158,0.5514276989922005,RMKGWQKY,False,False
13159,1.8352516723479628,IFYYTDLZ,False,False
13160,1.6508299677358873,MTZGPWZT,False,False
13161,-0.13657429330327986,EGZSKRPB,False,False
13162,1.4424619245304058,QNKYNTSN,False,False
13163,1.2148867634270266,MEZPSTZQ,False,False
13165,0.17413304526975626,QSAWEMXL,False,False
13166,2.7338981403503952,CTQKCTVL,True,False
13167,1.3545573484701232,VGUNLXVO,False,False
13169,1.7843714895493932,EQKMAESW,False,False
13170,2.469277919542622,FQPBJZZK,False,False
13171,2.195177233489783,YYCYPJIZ,False,False
13172,0.4388838326850055,EXOQJKAR,False,False
13174,0.8618761858457186,MWRMRMJC,False,False
13175,-1.0107457760668832,IZTULFJF,False,False
13176,1.8365867787193515,QLVTYPAE,False,False
13178,0.6581050684147081,YKBJANQF,False,False
13179,1.1507347411456146,VSALSGJK,False,False
13180,2.971090415118419,REKUFSSG,True,False
13181,1.5328741930597056,KHXAWKVK,False,False
13182,0.4186742138573054,TZNIRGIT,False,False
13183,0.7900550724693138,JIKQHJRA,False,False
13184,1.0360559121249462,PABKIJWX,False,False
13185,0.8389516094952594,WJACQPYU,False,False
13187,-0.9634203857659442,MNQRXKLW,False,True
13188,0.6806608472480189,OFWVPFLG,False,False
13189,3.686439799992488,BBM1pem0093,False,False
13191,2.287359794220793,TELBYZRH,True,False
13192,1.2026896191482552,AKOYKMNK,False,False
13193,-0.4650410977032422,GDEUVYKD,False,False
13194,1.1350409832398058,PMLGMBBV,False,False
13195,2.4616996293076707,ZEDDIMDP,True,False
13196,0.5876394223265621,GJIGAMJD,False,False
13197,1.233723438525132,BJTJBJIU,False,False
13198,-0.2189580450174912,ESIJHTRP,False,False
13199,0.9273155273090934,USBKNHTC,False,False
13200,0.2622795972992562,AJGHSOVB,False,False
13205,1.4105951078315906,YNLIZAFP,False,False
13206,1.83880302416174,GJPTZFBL,True,False
13207,0.3292354511578761,DDXTWRRT,False,False
13208,1.785688176009102,DPYGYIVY,False,False
13209,3.607900092673366,BMOFGBDB,True,False
13211,3.1150563422935647,AWFXKFSO,True,False
13213,-0.29887607540422945,WKXGTJIH,False,False
13214,1.0821720230099166,DRVJZRZS,False,False
13217,1.1760332891027918,PAFGCUAS,False,False
13219,2.6834655342777345,KRZZRQCJ,True,False
13220,-1.040995890983059,QFRRAYES,False,True
13221,1.776484715178804,AULGIKFL,False,False
13223,2.5720550678469447,MUYIIJUS,True,False
13224,1.3304887137835026,MKJABJTX,False,False
13226,-0.20499363743479515,BQBRDNZX,False,False
13227,1.5508616866733074,FPTWFMPJ,False,False
13228,-0.13885153573039444,CBCSAYOX,False,False
13229,2.7507361854108794,CEMFYHSG,True,False
13230,3.2473643071827616,ANSPHJUR,True,False
13231,1.8068585839207405,IOBHCUEK,False,False
13232,3.3249478380747064,HQJNXREW,True,False
13233,1.404688794835579,ZXSSRZMW,False,False
13234,0.7327037733814303,GCBKGOEY,False,False
13235,1.2118679329035371,DPRQHASJ,False,False
13236,0.5594801274344947,DAIXLXNR,False,False
13238,3.1717898475461155,ACNGOVUD,True,False
13242,0.9513689469866896,CWKKMFGY,False,False
13243,0.5851448416438347,NEHHNKQU,False,False
13244,-0.11165700262925672,IQJASXUM,False,False
13245,2.3255584930229705,VQLIMKWM,False,False
13246,-1.7153036642491712,UDXRVNXD,False,False
13247,-1.2780174445908457,JQNYXIJQ,False,False
13249,2.1342942714296207,WZNCDCLA,True,False
13251,1.0467912349484694,JIIMDREH,False,False
13252,0.8713310701378663,KNPWXOWK,False,False
13253,0.6779837456701441,QHVJOQBM,False,False
13254,1.4796158157150003,VZXNOEMX,False,False
13255,0.9618008619814984,AMEEUGCL,False,False
13256,1.0262258061586025,CSLRMBKN,False,False
13257,-2.9719991546563063,UWAUQTBB,False,True
13258,1.6615507509885972,VDLVGTHB,False,False
13260,0.9798952995433216,ZZUSWIJI,False,False
13261,-1.520992990849751,CHZVKGBU,False,True
13262,4.1014869978452415,HYPKPLGV,True,False
13263,1.186652593647239,CCNBOIJS,False,False
13265,4.945203621908866,BBM1nHm0308,True,False
13266,1.509448208440545,KCSLGWPJ,False,False
13267,1.2137499739162458,WFATIYTC,False,False
13270,1.2765505025173354,BQGSEASO,False,False
13271,0.7158022000202084,TCAAYTVT,False,False
13272,1.9310068163919851,DPIFEYTO,False,False
13273,0.11338031878211853,EBHRUIWV,False,False
13277,0.8492748838326181,GVAECPJT,False,False
13279,0.9019882373847774,GNTLFISW,False,False
13281,0.4375163881894247,DVXQZLVA,False,False
13282,1.365195187720522,HUYZUVBU,False,False
13284,1.5870629851604492,DBZYQKVR,False,False
13285,0.9197316617127064,SEZPKOWX,False,False
13287,-1.0510752174189435,COAWXTSV,False,False
13288,-1.284263336492114,QNLDBNYK,False,False
13289,3.553010512960105,BCBSLPNX,True,False
13290,0.8063265233894199,MGIFLGVZ,False,False
13292,-0.1816694136490673,EYPKWZZX,False,False
13293,1.6147007143894856,FOJORVAD,False,False
13295,1.3876927551662042,HDHORWMF,False,False
13297,2.7866618320433854,QJIMOXNA,True,False
13298,1.107167726507975,NVNIQXWO,False,False
13299,-0.8216240419663331,DWGSCDMH,False,False
13300,0.18396674390999124,JKPELHGM,False,False
13301,1.0201830900139193,BLAOJOGD,False,False
13302,1.6907984763252712,CIHKXRDM,False,False
13303,0.29178857787732504,FQETHOIO,False,False
13304,2.018668326528486,ZLFDSQHA,False,False
13305,2.393391400207982,OZGNANRJ,True,False
13306,1.3471342892763538,OOQJMZQY,False,False
13308,1.1236874111628423,HEMGKYFH,False,False
13309,1.5663225927963125,LONDZGBT,False,False
13310,1.5973739743873945,AQLGBBDB,False,False
13311,-0.8567978862463209,SDDNYPZJ,False,False
13312,2.35212858533488,FOHSLSST,True,False
13313,1.8786753091340307,LUNLLHAV,False,False
13314,2.5877793069918185,DKUVPYFG,True,False
13315,1.443702113635836,TRHSZBMW,False,False
13316,0.4664530220888343,IHKFRKQR,False,False
13318,1.4225518449042744,HCQNIEDC,False,False
13319,3.3772911323615564,GALEKYMI,False,False
13320,-1.1361605847629186,TEQARLVH,False,True
13321,1.151324408229318,RUDDZCLD,False,False
13323,1.2206310673131933,FGWGJTIZ,False,False
13325,-0.05963977238840856,KMGVMDQU,False,False
13326,0.8525887569634136,MYKNKZWJ,False,False
13329,1.1442088727865565,ICQUJLKN,False,False
13330,0.8867044068584584,DGFTDKJX,False,False
13331,1.4682813230112983,RBAVBUGU,False,False
13332,1.9366945987624224,XDOVIBYI,False,False
13336,1.6967164616337422,AODIAAAR,False,False
13337,1.4945155728669426,IYWZLATW,False,False
13338,2.572097832585671,QCNGVSNJ,True,False
13339,2.6691777153875096,HWYKSDOG,True,False
13340,1.471896445432671,BAJQNHAH,False,False
13341,-0.42120127222177817,YXSGYEGJ,False,False
13342,1.5144251068765386,GIGEMLYI,False,False
13343,0.06593621438483721,ABVBXLTL,False,False
13344,1.9953163992401048,SJISGIDY,False,False
13345,0.05310710938082064,KNNTCQME,False,False
13346,1.1211774523489648,JSRYWWGR,False,False
13347,2.376115333244358,NZSGCTAB,False,False
13349,0.8903130011679306,ZVDZPMEJ,False,False
13350,1.4329992041553288,SMBSNOVW,False,False
13351,0.3210690711789548,ZFNZKEYQ,False,False
13352,0.22686539468668745,TSWPMCKI,False,False
13353,0.12925792164694996,EEHHXPEM,False,False
13354,1.9750397011193253,FSPHLNAI,False,False
13355,1.6910371623366707,KXSOLIAR,False,False
13356,-1.0586443689012022,BORNUTIH,False,False
13358,-0.1012204212684994,HEQXUBJN,False,False
13360,1.3160993454577068,CFEPFSXM,False,False
13361,-0.21185278870983934,JBQIWTJM,False,False
13363,0.4967535239507033,XXOMNGXL,False,False
13364,1.570514763282807,UIJTIDPX,False,False
13365,2.1240106780591668,AWGNNNDI,False,False
13366,0.09369713152396207,NNTQFTNR,False,False
13367,1.3522545440695466,XJJOGFDJ,False,False
13369,2.0258191526047917,CFRZAXWD,True,False
13370,3.095206087467273,CVLOYVCV,False,False
13372,1.7043143866225512,XZSRSYDZ,False,False
13373,1.7102748076706742,PIMRXFWP,False,False
13374,1.1398330213202712,LJOMDGET,False,False
13375,-1.3239835093404941,SVFWYDLE,False,False
13376,1.4685117964476797,VGJBWLLQ,False,False
13377,1.2778754004564647,RXAUPPJM,False,False
13378,-1.1905986318262245,EGTSMNOJ,False,False
13379,-1.4719059983418945,EEZJEDDN,False,False
13381,1.1361956242710325,AYAKUAED,False,False
13382,2.014895145828532,AYEUDHIS,False,False
13383,-1.5464012039094672,DDCZCHAY,False,False
13384,1.5642245920426752,KDTZBJUN,False,False
13386,0.3856218557886616,CTMIPQDK,False,False
13387,0.435043047161906,ARIZFADG,False,False
13388,0.9072416763309814,TUCGWSDM,False,False
13389,1.5264204843475375,YXAUUMRT,False,False
13392,1.6352628347224119,JJZKSNCW,False,False
13393,0.8652197801602775,OMRVLFUS,False,False
13394,1.9394820635439831,RRBCYTCM,False,False
13395,-0.0932506160918094,JCTIVOGZ,False,False
13396,0.6853278461515444,TWLXFZFH,False,False
13397,1.7179563375031195,GLJBHTFO,False,False
13398,-2.17250735382348,SIKXFJOF,False,True
13399,0.9901376051758356,LQDGTTOJ,False,False
13400,-0.7008203065703587,SBJUGZKP,False,True
13401,-0.8644121995463692,ELIFRBUG,False,False
13403,1.6516491299451572,QYAOSVGJ,False,False
13404,0.7223637424891565,UKMEUZEO,False,False
13407,-0.8473574190431331,ARPAPNHH,False,True
13408,1.4556831934143497,CYVXQSIW,False,False
13409,1.2561813974491356,VEXGUHZK,False,False
13410,1.134082213529633,ZJLXTQHQ,False,False
13411,-0.40886916045482596,JZEAQYVG,False,False
13412,1.0827557882450307,AZVCGWUS,False,False
13413,1.109026100486613,EHYIRILH,False,False
13414,1.5872941383542243,MQVUFFSD,False,False
13415,1.3024652371019143,NUGUHJJT,False,False
13416,1.4107132557058892,QNORRQWE,False,False
13417,1.596030214206708,TCVLCSEZ,False,False
13419,1.3506331808668601,UVCJYHOQ,False,False
13420,1.7456989798779223,TQVUADXX,False,False
13421,2.6540021953833586,ATBESNOK,True,False
13422,-0.3233035746434043,PWVGBDUH,False,False
13423,1.4041954034156547,FOKYXNSK,False,False
13424,1.3836404682734176,BTTHYZVW,False,False
13425,2.7888839848309326,CFDCPJPP,True,False
13427,1.250024093716376,IIVLVXZS,False,False
13428,-1.389717395472252,EWRRNDML,False,False
13429,0.3665516623514629,DUAHTOJY,False,False
13431,-0.8590507237280403,CTADJKWZ,False,False
13432,-0.045950695279312725,HUTPHUAP,False,False
13433,2.2700364220449707,OXSBKBEE,False,False
13434,1.2702175230754666,MZTVWUNA,False,False
13435,1.5629984992152974,DFGDAFFI,False,False
13437,-0.792262138187698,MYUXKGLC,False,False
13438,0.8609614508897518,AJBXASGU,False,False
13439,1.544804725125519,OVAPJLWV,False,False
13440,1.3120381085162065,ASTCWHDK,False,False
13441,0.35009970096549736,JVVYOLPQ,False,False
13442,2.770896471699815,NHVJDFMD,True,False
13443,2.9533964481227386,MLQZZUTE,True,False
13444,2.134189939467208,RAICHSKQ,False,False
13446,2.8136322044667166,TGWOPIUA,True,False
13449,0.2842980654115135,AHKWLZYF,False,False
13450,-1.5913656253386408,VQWQCIUT,False,True
13451,-0.8440283643612742,PZSWYSOU,False,True
13452,0.7995283686608623,JNBVIJEB,False,False
13453,1.3708755448972871,EXFBPNAP,False,False
13454,0.13601415060653066,ESPWVZQT,False,False
13455,2.758479608796823,JMDKWAEN,False,False
13456,0.5310022982226651,PEZUEWRS,False,False
13457,1.4960639359331682,XENLNEUD,False,False
13459,3.1388506681337773,HXDSSWCY,True,False
13460,-0.9707512709368344,OJZMAZEY,False,False
13461,1.1434738306864678,FBJQLHZX,False,False
13465,1.2437009028112276,TYUQBMXE,False,False
13467,1.6863824156642684,RGUWDWIV,False,False
13468,0.5144270276531855,AIWVPHKZ,False,False
13469,-1.2707165483499885,DAYKWGHS,False,True
13470,-1.6882154182393327,EMNUHUWE,False,False
13472,0.893874438346205,UFRYMRKD,False,False
13476,1.1119945441802912,UTQQQHFU,False,False
13477,1.214378527089707,HADDBSYN,False,False
13480,1.8479738673230168,OOHIXHTO,False,False
13481,2.8983840439173374,IMTYYBSI,False,False
13482,1.5458647683767317,DHSQCZBH,False,False
13483,3.264928372426957,MNWQPDXQ,True,False
13484,1.227312601421874,BAFFIRIB,False,False
13486,0.13766248883033305,PMHEEEPB,False,False
13487,0.9843806770737498,ARXCOOSL,False,False
13488,-0.6385352653846375,EQUYOHLA,False,False
13489,1.6656213501809545,OVPJSSHC,False,False
13490,2.4937585689860207,BWLMGVVH,True,False
13491,1.1668986384525095,HTXNHRQZ,False,False
13492,2.5892428699951777,DNICINHI,True,False
13493,1.3279667787681957,COKMWYGC,False,False
13495,0.3147852608047146,BQMAQFVK,False,False
13496,2.3812310667536387,PXRFYJFG,True,False
13497,1.666418230830419,LVVXYUYZ,False,False
13498,1.5230110542633182,BFIFFXJR,False,False
13499,0.468302713127799,EVRWPYJR,False,False
13501,0.7519082772347552,PIYYNFFZ,False,False
13502,1.7567152641545412,PUQPLNRB,False,False
13503,0.5865176685518323,KMAUXEWV,False,False
13504,0.13683042877334414,BCENOKMC,False,False
13505,-0.5006934002313956,OTZRJDCV,False,False
13506,1.031772506429781,UXCZUQMT,False,False
13508,-0.14040716171236522,VDSKIQSH,False,False
